tnydp_version,subcategory,code,project_name,country,promoter,maturity_status,new_repurposed,section_name,section_length_km,nominal_diameter_mm,max_operating_pressure_bar,hydrogen_import_capacity_gwh_per_day,importing_hydrogen_carrier_raw,conversion_efficiency_pct,storage_capacity_gwh,commissioning_year,sourcing_country,source_sheet,capacity_semantics,model_use,qa_flag
2026,H2T,H2T-N-303,Interconnection Croatia-Bosnia and Herzegovina (west),Croatia,Plinacro Ltd,Less-Advanced,New,Licka Jesenica-Rakovica-Croatian/Bosnian and Herzegovinian border,30.0,500.0,75.0,,,,,2031.0,Electrolysis;,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-443,Nordic-Baltic Hydrogen Corridor - FI section,Finland,Gasgrid vetyverkot Oy,Less-Advanced,New,NBHC Finnish section,496.0,1200.0,80.0,,,,,2032.0,Electrolysis; We may need some other renewable hydrogen sources to balance the hydrogen system.,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-444,HySoW Atlantic to Mediterranean,France,Teréga,Less-Advanced,New,Barbaira to Lias,136.0,500.0,66.0,,,,,2032.0,Electrolysis;,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-444,HySoW Atlantic to Mediterranean,France,Teréga,Less-Advanced,New,Lias to Blagnac,21.0,80.0,66.0,,,,,2032.0,Electrolysis;,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-444,HySoW Atlantic to Mediterranean,France,Teréga,Less-Advanced,New,Lias to Lussan,32.0,500.0,66.0,,,,,2032.0,Electrolysis;,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-444,HySoW Atlantic to Mediterranean,France,Teréga,Less-Advanced,New,Lussagnet to Estibeaux,61.0,250.0,66.0,,,,,2032.0,Electrolysis;,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-444,HySoW Atlantic to Mediterranean,France,Teréga,Less-Advanced,New,Estibeaux to Lacq,35.0,250.0,66.0,,,,,2032.0,Electrolysis;,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-444,HySoW Atlantic to Mediterranean,France,Teréga,Less-Advanced,New,Cruzy to Narbonne,24.0,600.0,80.0,,,,,2032.0,Electrolysis;,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-444,HySoW Atlantic to Mediterranean,France,Teréga,Less-Advanced,New,Narbonne to Barbaira,40.0,400.0,80.0,,,,,2032.0,Electrolysis;,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-444,HySoW Atlantic to Mediterranean,France,Teréga,Less-Advanced,New,Compression station in Barbaira,0.0,0.0,66.0,,,,,2032.0,Electrolysis;,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-444,HySoW Atlantic to Mediterranean,France,Teréga,Less-Advanced,New,Compression station in Lussagnet,0.0,0.0,66.0,,,,,2032.0,Electrolysis;,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-444,HySoW Atlantic to Mediterranean,France,Teréga,Less-Advanced,New,Estibeaux to Dax (HySoW storage),12.0,300.0,66.0,,,,,2032.0,Electrolysis;,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-444,HySoW Atlantic to Mediterranean,France,Teréga,Less-Advanced,Repurposed,Lussan to Lupiac,54.0,600.0,43.0,,,,,2032.0,Electrolysis;,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-444,HySoW Atlantic to Mediterranean,France,Teréga,Less-Advanced,Repurposed,Lupiac to Lussagnet,33.0,700.0,43.0,,,,,2032.0,Electrolysis;,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-461,Joint North Sea Energy Hub - Hydrogen pipeline,Denmark,Copenhagen Energy Islands ApS,Less-Advanced,New,JNSEH-Aquaductus,140.0,91.44,100.0,,,,,2037.0,Electrolysis;,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-569,HY-FEN – H2 Corridor Spain – France – Germany connection,France,NaTran,Less-Advanced,New,Fos-sur-Mer / Etrez,418.0,1200.0,67.0,,,,,2032.0,Electrolysis;,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-569,HY-FEN – H2 Corridor Spain – France – Germany connection,France,NaTran,Less-Advanced,New,Voisines / Cerville,136.0,1200.0,67.0,,,,,2032.0,Electrolysis;,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-569,HY-FEN – H2 Corridor Spain – France – Germany connection,France,NaTran,Less-Advanced,Repurposed,Cerville / Obergailbach,113.0,900.0,42.0,,,,,2032.0,Electrolysis;,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-569,HY-FEN – H2 Corridor Spain – France – Germany connection,France,NaTran,Less-Advanced,New,Cerville - Baldenheim,140.0,750.0,67.0,,,,,2032.0,Electrolysis;,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-569,HY-FEN – H2 Corridor Spain – France – Germany connection,France,NaTran,Less-Advanced,New,Etrez / Voisines,204.0,1200.0,67.0,,,,,2032.0,Electrolysis;,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-569,HY-FEN – H2 Corridor Spain – France – Germany connection,France,NaTran,Less-Advanced,New,Cerville / Obergailbach,113.0,900.0,67.0,,,,,2032.0,Electrolysis;,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-573,UK-BE H2 Interconnector,Belgium,National Gas & Fluxys NV/SA,Less-Advanced,New,Phase 1,231.0,1000.0,66.2,,,,,2035.0,,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-573,UK-BE H2 Interconnector,Belgium,National Gas & Fluxys NV/SA,Less-Advanced,New,Phase 2,0.0,0.0,66.2,,,,,2045.0,,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-597,HyPipe Bavaria - Connect,Germany,bayernets,Less-Advanced,New,Bissingen-Wertingen,30.2,1000.0,100.0,,,,,2032.0,"Transit from all geographical directions i.a. from North Africa, Ukraine, Spain and other european regions",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-597,HyPipe Bavaria - Connect,Germany,bayernets,Less-Advanced,New,VDS Forchheim,0.0,0.0,0.0,,,,,2032.0,"Transit from all geographical directions i.a. from North Africa, Ukraine, Spain and other european regions",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-597,HyPipe Bavaria - Connect,Germany,bayernets,Less-Advanced,New,Kötz-Hittistetten,17.3,500.0,100.0,,,,,2032.0,"Transit from all geographical directions i.a. from North Africa, Ukraine, Spain and other european regions",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-619,H2 interconnection Croatia/Slovenia (Omišalj-Bosiljevo-Lučko-Zabok-Rogatec),Croatia,PLINACRO Ltd.,Less-Advanced,New,H2 Omišalj-Zlobin,18.0,700.0,75.0,,,,,2035.0,Electrolysis;,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-619,H2 interconnection Croatia/Slovenia (Omišalj-Bosiljevo-Lučko-Zabok-Rogatec),Croatia,PLINACRO Ltd.,Less-Advanced,New,Bosiljevo-Karlovac,38.0,700.0,75.0,,,,,2035.0,Electrolysis;,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-619,H2 interconnection Croatia/Slovenia (Omišalj-Bosiljevo-Lučko-Zabok-Rogatec),Croatia,PLINACRO Ltd.,Less-Advanced,New,Karlovac-Lučko,33.0,500.0,75.0,,,,,2035.0,Electrolysis;,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-619,H2 interconnection Croatia/Slovenia (Omišalj-Bosiljevo-Lučko-Zabok-Rogatec),Croatia,PLINACRO Ltd.,Less-Advanced,New,Zabok-Jezerišće-Sotla/Rogatec,33.0,700.0,75.0,,,,,2035.0,Electrolysis;,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-625,Onești – Ungheni corridor modernization for hydrogen transmission,Romania,SNTGN Transgaz SA,Less-Advanced,Repurposed,Onesti - Ungheni,213.0,711.0,55.0,,,,,2040.0,,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-646,Branch to Nordic-Baltic Hydrogen Corridor - LT section,Lithuania,AB Amber Grid,Less-Advanced,New,Branch to Nordic-Baltic Hydrogen Corridor - LT section,201.0,800.0,60.0,,,,,2039.0,Electrolysis;,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-648,Romania - Serbia Interconnection modernization for  hydrogen transmission,Romania,SNTGN Transgaz SA,Less-Advanced,New,Petrovaselo - Comlosu Mare,86.0,610.0,63.0,,,,,2040.0,,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-667,MidHY,France,NaTran,Less-Advanced,New,MidHY,180.0,1050.0,67.0,,,,,2032.0,,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-686,SLOH2 Backbone - HR-SI H2 Interconnection,Slovenia,Plinovodi d.o.o.,Less-Advanced,Repurposed,Rogatec - Kidričevo,38.0,800.0,70.0,,,,,2035.0,Electrolysis; SMR; Prolysis;,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-686,SLOH2 Backbone - HR-SI H2 Interconnection,Slovenia,Plinovodi d.o.o.,Less-Advanced,New,Rogatec - HR/SI border,4.0,800.0,70.0,,,,,2035.0,Electrolysis; SMR; Prolysis;,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-689,SLOH2 Backbone - HU-SI H2 Interconnection,Slovenia,Plinovodi d.o.o.,Less-Advanced,New,Pince - Kidričevo,75.0,500.0,70.0,,,,,2035.0,Electrolysis; SMR; Prolysis;,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-689,SLOH2 Backbone - HU-SI H2 Interconnection,Slovenia,Plinovodi d.o.o.,Less-Advanced,Repurposed,Kidričevo - Rogatec,20.0,800.0,70.0,,,,,2035.0,Electrolysis; SMR; Prolysis;,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-689,SLOH2 Backbone - HU-SI H2 Interconnection,Slovenia,Plinovodi d.o.o.,Less-Advanced,Repurposed,Rogatec-Vodice,100.0,800.0,70.0,,,,,2035.0,Electrolysis; SMR; Prolysis;,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-706,Komnina-Florovouni H2 Pipeline,Greece,DESFA S.A.,Less-Advanced,New,Komnina- Florovouni,252.0,760.0,80.0,,,,,2035.0,Electrolysis;,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-709,Belgian Hydrogen Backbone - Interconnection BE-UK,Belgium,Fluxys Hydrogen NV/SA,Less-Advanced,New,Measuring station Zeebrugge,0.0,1000.0,66.2,,,,,2035.0,,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-710,Belgian Hydrogen Backbone - Interconnection BE-FR (Blaregnies),Belgium,Fluxys Hydrogen NV/SA,Less-Advanced,New,Zomergem-Blaregnies,115.0,1000.0,66.2,,,,,2034.0,,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-711,Belgian Hydrogen Backbone - Interconnection BE-FR (Alveringem),Belgium,Fluxys Hydrogen NV/SA,Less-Advanced,New,Alveringem-Maldegem,74.0,900.0,66.2,,,,,2034.0,,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-726,Belgian Hydrogen Backbone - Interconnection BE-NL (Gravenvoeren),Belgium,Fluxys Hydrogen NV/SA,Less-Advanced,New,'s Gravenvoeren-Berneau,4.5,900.0,66.2,,,,,2034.0,,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-730,Coroi - Medieșu Aurit corridor modernization for hydrogen transmission,Romania,SNTGN Transgaz SA,Less-Advanced,Repurposed,Coroi -Mediesu Aurit,275.0,711.0,40.0,,,,,2040.0,,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-740,Alpine HyWay,Germany,Fluxys TENP GmbH and Open Grid Europe GmbH,Less-Advanced,Repurposed,Mittelbrunn - Barbelroth,56.0,1000.0,70.0,,,,,2035.0,,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-740,Alpine HyWay,Germany,Fluxys TENP GmbH and Open Grid Europe GmbH,Less-Advanced,Repurposed,Schwarzach - Eckartsweier,28.6,1000.0,70.0,,,,,2035.0,,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-740,Alpine HyWay,Germany,Fluxys TENP GmbH and Open Grid Europe GmbH,Less-Advanced,Repurposed,Hügelheim - Hüsingen,31.5,900.0,70.0,,,,,2035.0,,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-740,Alpine HyWay,Germany,Fluxys TENP GmbH and Open Grid Europe GmbH,Less-Advanced,New,Barbelroth - Au am Rhein,23.0,1000.0,70.0,,,,,2035.0,,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-740,Alpine HyWay,Germany,Fluxys TENP GmbH and Open Grid Europe GmbH,Less-Advanced,New,Au am Rhein - Schwarzach,33.0,1000.0,70.0,,,,,2035.0,,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-740,Alpine HyWay,Germany,Fluxys TENP GmbH and Open Grid Europe GmbH,Less-Advanced,New,Eckartsweier - Hügelheim,85.4,1000.0,70.0,,,,,2035.0,,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-740,Alpine HyWay,Germany,Fluxys TENP GmbH and Open Grid Europe GmbH,Less-Advanced,New,Hüsingen - Wallbach,14.8,900.0,70.0,,,,,2035.0,,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-740,Alpine HyWay,Germany,Fluxys TENP GmbH and Open Grid Europe GmbH,Less-Advanced,New,Mittelbrunn Compressor station,0.0,0.0,70.0,,,,,2041.0,,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-740,Alpine HyWay,Germany,Fluxys TENP GmbH and Open Grid Europe GmbH,Less-Advanced,New,Schwarzach Compressor station,0.0,0.0,70.0,,,,,2045.0,,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-756,Negru Voda – Isaccea corridor modernization for  hydrogen transmission,Romania,SNTGN Transgaz SA,Less-Advanced,Repurposed,Negru Voda - Isaccea,190.0,1219.0,40.0,,,,,2040.0,,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-777,H2 transmission system in Bulgaria (Phase 2),Bulgaria,Bulgartansgaz EAD,Less-Advanced,New,Sofia - Ruse,330.0,1000.0,51.0,,,,,2032.0,Electrolysis;,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-779,Pomeranian Green Hydrogen Cluster,Poland,GAZ-SYSTEM S.A.,Less-Advanced,New,PGHC - Ploty - Miedzyrzecz,189.0,1000.0,64.0,,,,,2034.0,,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-779,Pomeranian Green Hydrogen Cluster,Poland,GAZ-SYSTEM S.A.,Less-Advanced,New,PGHC - PL-DE interconnection,98.0,1000.0,64.0,,,,,2034.0,,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-779,Pomeranian Green Hydrogen Cluster,Poland,GAZ-SYSTEM S.A.,Less-Advanced,New,PGHC - Płoty - Reszki,267.0,1000.0,64.0,,,,,2035.0,,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-788,H2 transmission system in Bulgaria,Bulgaria,Bulgartransgaz EAD,Less-Advanced,New,From Kulata to the region of Sofia,250.0,1000.0,51.0,,,,,2032.0,Electrolysis;,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-835,SK-HU H2 corridor,Slovakia,"eustream, a.s.",Less-Advanced,New,SK part,19.0,800.0,55.0,,,,,2032.0,,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-856,Baltic Sea Hydrogen Collector - tie-in to the Polish system,Poland,GAZ-SYSTEM S.A.,Less-Advanced,New,BHC - offshore connection to PL,140.0,1000.0,84.0,,,,,2032.0,,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-856,Baltic Sea Hydrogen Collector - tie-in to the Polish system,Poland,GAZ-SYSTEM S.A.,Less-Advanced,New,BHC - onshore connection in PL,316.0,1000.0,64.0,,,,,2032.0,,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-909,Connexion HY-FEN-GeoH2,France,NaTran,Less-Advanced,New,Connexio HY-FEN GeoH2,100.0,600.0,67.7,,,,,2032.0,,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-970,Internal hydrogen infrastructure in Greece towards the Bulgarian border,Greece,DESFA S.A.,Less-Advanced,New,H2DRIA,580.0,914.0,80.0,,,,,2032.0,,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-978,Portuguese Hydrogen Backbone,Portugal,"REN - Gasodutos, S.A.",Less-Advanced,Repurposed,Cantanhede-Mangualde,76.0,500.0,84.0,,,,,2032.0,,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-978,Portuguese Hydrogen Backbone,Portugal,"REN - Gasodutos, S.A.",Less-Advanced,Repurposed,Mangualde-Celorico da Beira,48.0,700.0,84.0,,,,,2032.0,,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-978,Portuguese Hydrogen Backbone,Portugal,"REN - Gasodutos, S.A.",Less-Advanced,Repurposed,Celorico da Beira-Monforte,217.0,300.0,84.0,,,,,2032.0,,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-978,Portuguese Hydrogen Backbone,Portugal,"REN - Gasodutos, S.A.",Less-Advanced,New,Figueira da Foz/Carriço UGS - Cantanhede,50.0,700.0,100.0,,,,,2032.0,,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-983,Polish Hydrogen Backbone - Southern Section,Poland,GAZ-SYSTEM S.A.,Less-Advanced,New,Polish Hydrogen Backbone - Southern Section,477.0,1000.0,64.0,,,,,2039.0,,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-999,Giurgiu - Nădlac corridor modernization for hydrogen transmission,Romania,SNTGN Transgaz SA,Less-Advanced,Repurposed,Giurgiu - Podisor,60.0,500.0,63.0,,,,,2040.0,,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-999,Giurgiu - Nădlac corridor modernization for hydrogen transmission,Romania,SNTGN Transgaz SA,Less-Advanced,Repurposed,Podisor - Horia,530.0,800.0,63.0,,,,,2040.0,,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-999,Giurgiu - Nădlac corridor modernization for hydrogen transmission,Romania,SNTGN Transgaz SA,Less-Advanced,Repurposed,Horia - Nadlac,62.0,700.0,63.0,,,,,2040.0,,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-1011,HyONE,Netherlands,N.V. Nederlandse Gasunie,Less-Advanced,New,Hub West to Hub East,100.0,1066.0,40.0,,,,,2035.0,,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-1011,HyONE,Netherlands,N.V. Nederlandse Gasunie,Less-Advanced,New,Hub West to Aquaductus,100.0,1066.0,90.0,,,,,2035.0,,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-1011,HyONE,Netherlands,N.V. Nederlandse Gasunie,Less-Advanced,New,Hub West to Landall Den Helder,160.0,1066.0,40.0,,,,,2037.0,,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-1014,Giurgiu Nădlac hydrogen corridor with new H2 interconnector,Romania,SNTGN Transgaz SA,Less-Advanced,New,Giurgiu - Nadlac,663.0,800.0,75.0,,,,,2032.0,"Greece, Domestic production along the transport corridor",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-1015,New Hydrogen pipeline from Black Sea area to Podișor,Romania,SNTGN Transgaz SA,Less-Advanced,New,Black Sea area - Podișor,310.0,800.0,75.0,,,,,2032.0,"RO, Black Sea",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-1017,H2Poseidon Pipeline,Greece,Natural Gas Submarine Interconnector Greece-Italy Poseidon S.A,Less-Advanced,New,H2Poseidon Pipeline offshore,210.0,915.0,,,,,,2034.0,"Greece, Cyprus, Crete resources. MENA area, among which KSA, Egypt, Jordan sources. Worldwide potential supply through",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-1017,H2Poseidon Pipeline,Greece,Natural Gas Submarine Interconnector Greece-Italy Poseidon S.A,Less-Advanced,New,H2Poiseidon Pipeline onshore,130.0,915.0,,,,,,2034.0,"Greece, Cyprus, Crete resources. MENA area, among which KSA, Egypt, Jordan sources. Worldwide potential supply through",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-1023,Italian H2 Backbone (Poggio Renatico - P. Gries),Italy,Snam Rete Gas S.p.A,Less-Advanced,New,New Pipelines - Italian H2 Backbone Second Phase,155.0,900.0,75.0,,,,,2034.0,"Electrolysis; SMR; Algeria; Tunisia; Greece; potential terminals (green ammonia; liquefied H2, etc)",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-1023,Italian H2 Backbone (Poggio Renatico - P. Gries),Italy,Snam Rete Gas S.p.A,Less-Advanced,New,Compression Stations - Italian H2 Backbone Second Phase,0.0,0.0,75.0,,,,,2034.0,"Electrolysis; SMR; Algeria; Tunisia; Greece; potential terminals (green ammonia; liquefied H2, etc)",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-1023,Italian H2 Backbone (Poggio Renatico - P. Gries),Italy,Snam Rete Gas S.p.A,Less-Advanced,Repurposed,Repurposed Pipelines - Italian H2 Backbone Second Phase,260.0,1050.0,75.0,,,,,2034.0,"Electrolysis; SMR; Algeria; Tunisia; Greece; potential terminals (green ammonia; liquefied H2, etc)",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-1025,HySoW connection to Port la Nouvelle Terminal,France,Teréga,Less-Advanced,New,Narbonne to Port la Nouvelle,26.0,500.0,80.0,,,,,2031.0,Electrolysis;,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-1027,Connection to North Adriatic H2 Terminal,Italy,Snam Rete Gas S.p.A.,Less-Advanced,New,Mestre-Backbone,30.0,750.0,75.0,,,,,2033.0,Ammonia,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-1035,Franco-Belgian H2 corridor,France,NaTran,Less-Advanced,New,H2 network on the Port of Dunkirk,10.0,500.0,68.7,,,,,2032.0,,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-1035,Franco-Belgian H2 corridor,France,NaTran,Less-Advanced,Repurposed,Extension to the Grand-Est Region,265.0,550.0,,,,,,2034.0,,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-1035,Franco-Belgian H2 corridor,France,NaTran,Less-Advanced,Repurposed,Extension to the Parisian region from Taisnières FR/BE interconnection point,200.0,750.0,68.7,,,,,2034.0,,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-1035,Franco-Belgian H2 corridor,France,NaTran,Less-Advanced,New,French-Belgian H2 connection close to Dunkirk,40.0,600.0,68.7,,,,,2034.0,,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-1052,H2ercules Network South-West,Germany,Open Grid Europe GmbH; NaTran Deutschland GmbH,Less-Advanced,Repurposed,H2ercules Medelsheim-Mittelbrunn,37.3,900.0,0.0,,,,,2032.0,Electrolysis; e.g. Iberian Peninsula; North Africa via Iberian Peninsula,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-1052,H2ercules Network South-West,Germany,Open Grid Europe GmbH; NaTran Deutschland GmbH,Less-Advanced,Repurposed,H2ercules Mittelbrunn-Gernsheim,97.6,1100.0,0.0,,,,,2032.0,Electrolysis; e.g. Iberian Peninsula; North Africa via Iberian Peninsula,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-1052,H2ercules Network South-West,Germany,Open Grid Europe GmbH; NaTran Deutschland GmbH,Less-Advanced,Repurposed,H2ercules Gernsheim-Nord-Gernsheim-Süd,3.4,800.0,0.0,,,,,2032.0,Electrolysis; e.g. Iberian Peninsula; North Africa via Iberian Peninsula,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-1052,H2ercules Network South-West,Germany,Open Grid Europe GmbH; NaTran Deutschland GmbH,Less-Advanced,Repurposed,H2ercules Rüsselsheim-Lampertheim,47.2,800.0,0.0,,,,,2032.0,Electrolysis; e.g. Iberian Peninsula; North Africa via Iberian Peninsula,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
